_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1081,1975827,16168237,40,M,B,2016-09-06T18:12:00,"E North AV & Cedar AV Pittsburgh, PA 15212",9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities,"E North AV & Cedar AV Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00262127,40.45621922
4784,1980602,17013403,43,M,B,2017-01-28T07:08:00,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","700 Block N Homewood AV Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89667126,40.45562104
2619,1977864,16206635,28,F,B,2016-11-02T07:35:00,"5300 Block Cornwall ST Pittsburgh, PA 15224",2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person.,"5300 Block Cornwall ST Pittsburgh, PA 15224",Garfield,5,1016,9,2,-79.93766455,40.47006222
3801,1979391,16235375,28,M,W,2016-12-18T20:05:00,"700 Block 2nd AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance,"700 Block 2nd AV Pittsburgh, PA 15219",Bluff,2,103,6,6,-79.99439768,40.43526818
4785,1980603,17012234,30,M,W,2017-01-20T17:40:00,"2800 Block Mary ST Pittsburgh, PA 15203",3503 Criminal Trespass,"2800 Block Mary ST Pittsburgh, PA 15203",South Side Slopes,3,1608,3,4,-79.96837389,40.42421558
277,1975154,16128383,21,M,B,2016-09-08T10:49:00,"100 Block Spruce Valley RD Pittsburgh, PA 15229",9015 Failure To Appear/Arrest on Attachment Order,"Troy Hill RD & Lowrie ST Pittsburgh, PA 15212",Troy Hill-Herrs Island,1,2406,,,0,0
3609,1979160,16229607,37,M,B,2016-12-09T09:38:00,"3400 Block Universal ST Pittsburgh, PA 15204",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"3400 Block Universal ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.06436782,40.45715311
2070,1977091,16201846,16,M,B,2016-10-26T06:15:00,"6200 Block St. Marie ST Pittsburgh, PA 15206","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 6110.1 Possesion of Firearm by Minor / 6110.2 Possesion of Firearm with Altered Mfg. Number","6200 Block St. Marie ST Pittsburgh, PA 15206",East Liberty,5,1113,9,2,-79.91809039,40.46791598
2073,1977096,16192121,20,M,B,2016-10-11T19:30:00,"1200 Block Western AV Pittsburgh, PA 15233","903 Criminal Conspiracy. / 907 Possessing Instruments of Crime. / 2705 Recklessy Endangering Another Person. / 3701 Robbery. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.","2600 Block Glen Mawr ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.0465175,40.4523219
3802,1979392,16235414,43,M,U,2016-12-18T21:36:00,"800 Block E Warrington AV Pittsburgh, PA 15210",9501 Bench Warrant,"800 Block E Warrington AV Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.99357756,40.42153188
3803,1979393,16235448,25,M,W,2016-12-18T23:21:00,"500 Block N Negley AV Pittsburgh, PA 15206",2701 Simple Assault. / 2705 Recklessy Endangering Another Person.,"500 Block N Negley AV Pittsburgh, PA 15206",East Liberty,5,1113,9,2,-79.92772404,40.46781152
4786,1980604,17012234,24,F,W,2017-01-20T17:40:00,"2800 Block Mary ST Pittsburgh, PA 15203",3503 Criminal Trespass,"2800 Block Mary ST Pittsburgh, PA 15203",South Side Slopes,3,1608,3,4,-79.96837389,40.42421558
278,1975212,16150139,16,M,B,2016-09-09T10:05:00,"900 Block Agnew RD Pittsburgh, PA 15227",903 Criminal Conspiracy. / 3701 Robbery.,"100 Block N St Clair ST Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.92746487,40.46493827
282,1974708,16149850,22,M,W,2016-08-24T13:24:00,"600 Block 1st AV Pittsburgh, PA 15219",4101 Forgery.,"500 Block East Ohio ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00057528,40.45353917
283,1975150,16135745,28,F,W,2016-09-09T14:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"1100 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98731788,40.42856797
284,1975152,16135884,31,F,W,2016-09-10T04:20:00,"100 Block Stolz AV Crafton, PA ",9015 Failure To Appear/Arrest on Attachment Order,"3200 Block Brunot AV Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.05176187,40.45968148
1498,1976355,16179930,18,M,B,2016-09-23T04:31:00,"1200 Block Muriel ST Pittsburgh, PA 15203",901 Criminal Attempt / 907 Possessing Instruments of Crime. / 5506 Loitering and Prowling at Night,"1700 Block Sidney ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98191259,40.42970758
2076,1977099,16193564,30,M,B,2016-10-13T14:45:00,"1200 Block Western AV Pittsburgh, PA 15233",3701 Robbery.,"2300 Block Webster AV Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.97564713,40.44806525
2079,1977102,16193773,41,M,W,2016-10-13T20:02:00,"Sarah ST & Uxor WY Pittsburgh, PA 15203",4914 False Identification to Law Enforcement Authorities,"1400 Block Sarah ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9840527,40.42758252
2080,1977103,16193796,26,M,B,2016-10-13T18:54:00,"300 Block 6th AV Pittsburgh, PA 15222",13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant / 9998 Overdose Other,"300 Block 6th AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.99945175,40.44165074
2081,1977104,16193822,37,F,B,2016-10-13T19:47:00,"1900 Block Perrysville AV Pittsburgh, PA 15214",2702 Aggravated Assault.,"1900 Block Perrysville AV Pittsburgh, PA 15214",Perry South,1,2614,6,1,-80.01364329,40.46104824
1344,1976135,16107183,25,F,B,2016-10-04T12:53:00,"900 Block 2nd AV Pittsburgh, PA 15219",2706 Terroristic Threats. / 3921 Theft by Unlawful Taking or Disposition.,"900 Block Fordham ST Pittsburgh, PA 15226",Brookline,6,1918,4,4,-80.02211222,40.39055485
285,1975027,16161685,16,M,B,2016-08-28T03:58:00,"1600 Block Smallman ST Pittsburgh, PA 15222",3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 3743 Accidents Involving Damage to Attended Veh. or Property,"MONROEVILLE MONROEVILLE, PA 15222",Outside City,OSC,5599,,,0,0
2085,1977117,16194911,52,M,W,2016-10-27T23:40:00,"900 Block 2nd AV Pittsburgh, PA 15219","2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","10 Block Uxor WY Way, PA 15203",South Side Flats,3,1702,3,4,-79.98480668,40.42747009
4787,1980605,17012249,26,F,B,2017-01-20T17:39:00,"100 Block Washington PL Pittsburgh, PA 15219",907 Possessing Instruments of Crime. / 5902(a)(1) Prostitution ,"100 Block Washington PL Pittsburgh, PA 15219",Central Business District,2,201,6,6,-79.99195588,40.44096339
1917,1976899,16187731,23,M,B,2016-10-11T16:19:00,"Junilla ST & Upfold WY Pittsburgh, PA 15219","903 Criminal Conspiracy. / 3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","1600 Block Sandusky CT Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.00544754,40.45893258
2083,1977115,16195551,22,F,W,2016-10-16T11:20:00,"Springfield ST & Rhode Island ST Pittsburgh, PA 15220",2701 Simple Assault.,"Springfield ST & Rhode Island ST Pittsburgh, PA 15220",Ridgemont,6,2016,2,5,-80.03702886,40.42939692
2086,1977118,16205686,17,F,B,2016-11-02T19:25:00,"5200 Block Ellsworth AV Pittsburgh, PA 15232",903 Criminal Conspiracy. / 3701 Robbery. / 4106 Access Device Fraud,"5200 Block Ellsworth AV Pittsburgh, PA 15232",Shadyside,4,703,8,2,-79.93846798,40.45208518
2855,1978163,16210256,25,M,B,2016-11-10T17:35:00,"900 Block Second AV Pittsburgh, PA 15219",2702 Aggravated Assault. / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct,"1600 Block Crucible ST Pittsburgh, PA 15220",Crafton Heights,6,2814,2,5,-80.05178395,40.44750233
263,1975181,16160208,22,F,B,2016-08-26T06:57:00,"5500 Block Broad ST Pittsburgh, PA 15206",2701 Simple Assault.,"5500 Block Broad ST Pittsburgh, PA 15206",Garfield,5,1114,9,2,-79.93185035,40.46505868
286,1974454,16117128,30,M,W,2016-08-22T18:19:00,"Armstrong County Jail Pittsburgh, PA ",9015 Failure To Appear/Arrest on Attachment Order,"Broad ST & Larimer AV Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.92083206,40.46121375
4788,1980606,17012259,41,M,B,2017-01-20T17:46:00,"200 Block Mayflower ST Pittsburgh, PA 15206",1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 3354 Additional Parking Regulations. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 4914 False Identification to Law Enforcement Authorities,"200 Block Mayflower ST Pittsburgh, PA 15206",Larimer,5,1208,9,2,-79.91381988,40.4622809
593,1975393,16162616,34,M,B,2016-08-29T16:45:00,"500 Block Holmes ST Pittsburgh, PA 15221","3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)","500 Block Holmes ST Pittsburgh, PA 15221",Outside City,OSC,5599,,,-79.88545191,40.44750224
2626,1977872,16206858,23,M,B,2016-11-17T19:10:00,"2600 Block E Carson ST Pittsburgh, PA 15203",4106 Access Device Fraud / 3926.C1 THEFT OF SERVICES,"2600 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1609,3,4,-79.96825881,40.42693811
2861,1978169,16213906,36,M,W,2016-11-16T13:48:00,"1200 Block Goldstrom AV Pittsburgh, PA 15216",2701 Simple Assault. / 2702 Aggravated Assault. / 2706 Terroristic Threats. / 3701 Robbery.,"1800 Block Fallowfield AV Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.02376226,40.40744855
1098,1975850,16066042,25,M,W,2016-09-28T09:00:00,"3000 Block S Grande BL Greensburg, PA 15601",13(a)(32) Paraphernalia - Use or Possession,"Bryn Mawr RD & Ossipee ST Pittsburgh, PA 15219",Upper Hill,2,506,6,3,-79.96219195,40.45312223
1228,1976011,16171612,28,F,W,2016-09-14T05:00:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"1300 Block Truax WY Pittsburgh, PA 15212",Troy Hill,1,2406,1,1,-79.98800684,40.45882818
3613,1979164,16229727,20,F,B,2016-12-09T14:29:00,"900 Block Woodlow ST Pittsburgh, PA 15205",9501 Bench Warrant,"900 Block Woodlow ST Pittsburgh, PA 15205",Crafton Heights,6,2814,2,5,-80.05220414,40.44589982
4789,1980607,17012363,30,M,W,2017-01-20T20:40:00,"1200 Block E Carson ST Pittsburgh, PA 15203",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1200 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98638716,40.42869554
288,1974479,16143047,37,M,W,2016-08-01T23:52:00,"3400 Block Fleming AV Pittsburgh, PA 15212",2701 Simple Assault.,"3400 Block Fleming AV Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.03815717,40.47698002
4790,1980608,17012375,20,M,B,2017-01-20T21:06:00,"5100 Block Broad ST Pittsburgh, PA 15224",903 Criminal Conspiracy.,"100 Block 45th ST Pittsburgh, PA 15201",Central Lawrenceville,2,901,7,2,-79.96201585,40.47401783
1499,1976356,16179994,26,M,B,2016-09-23T07:15:00,"Fort Duquesne BRDG & Fort Duquesne Brg RAMP Pittsburgh, PA 15222",6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount,"Fort Duquesne BRDG & Fort Duquesne Brg RAMP Pittsburgh, PA 15222",Central Business District,2,201,,,0,0
1500,1976357,16180351,32,M,W,2016-09-23T19:00:00,"5500 Block Centre AV Pittsburgh, PA 15232",5505 Public Drunkenness / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"5500 Block Centre AV Pittsburgh, PA 15232",Shadyside,4,709,7,2,-79.93643514,40.45663345
1588,1976470,16183226,20,M,B,2016-09-28T03:43:00,"3900 Block Brandon RD Pittsburgh, PA 15212",5121 Escape. / 5506 Loitering and Prowling at Night / 3934 Theft from Vehicle,"1500 Block Pennock RD Pittsburgh, PA 15212",Brighton Heights,1,2708,1,1,-80.03857286,40.48946925
2087,1977119,16172928,30,F,W,2016-09-13T01:25:00,"100 Block Rhine PL Pittsburgh, PA 15212",2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 6106 Firearms not to be Carried without a License. / 2707.1 Discharge of a Firearm into Occupied Structure,"100 Block Rhine PL Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.99409859,40.4667862
2088,1977120,16196615,32,M,W,2016-10-18T02:27:00,Zone 1,1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,Zone 1,,1,,,,,
2090,1977122,16195653,34,M,B,2016-10-16T13:57:00,"800 Block Chartiers AV Pittsburgh, PA 15220",9501 Bench Warrant,"800 Block Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.03903801,40.44258739
3617,1979178,16229913,19,M,W,2016-12-09T18:55:00,"1300 Block Banksville RD Pittsburgh, PA 15216",3714 Careless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"1300 Block Banksville RD Pittsburgh, PA 15216",Banksville,6,2023,2,5,-80.03032808,40.41679805
3999,1979650,16227263,14,M,O,2016-12-29T12:32:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2701 Simple Assault.,"1400 Block CRUCIBLE ST PITTSBURGH, PA 15204",Crafton Heights,6,2814,2,5,-80.04968352,40.44859775
2372,1977510,16202252,47,M,W,2016-10-26T21:30:00,"Liberty BRDG Pittsburgh, PA 15203",3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Liberty BRDG Pittsburgh, PA 15203",South Side Slopes,3,1706,,,0,0
289,1974496,16143059,24,M,B,2016-08-02T01:02:00,"2100 Block Park Hill DR Pittsburgh, PA 15221",5123 Contraband. / 9093 Indirect Criminal Contempt,"2100 Block Park Hill DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8740214,40.45295266
292,1974635,16140074,57,M,B,2016-08-26T10:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",901 Criminal Attempt,"400 Block N Neville ST Pittsburgh, PA 15213",North Oakland,4,507,8,3,-79.94953823,40.45140073
1506,1976378,16179383,50,F,W,2016-09-23T04:00:00,"Market ST & 4th AV Pittsburgh, PA 15222",13(a)(32) Paraphernalia - Use or Possession,"Market ST & 4th AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.00303797,40.44000803
2639,1977885,16209305,48,F,O,2016-11-06T02:21:00,"4000 Block Cambronne ST Pittsburgh, PA 15212",3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"4000 Block Cambronne ST Pittsburgh, PA 15212",Brighton Heights,1,2701,1,1,-80.0409527,40.48770412
2854,1978162,16213055,24,F,W,2016-11-12T03:38:00,"700 Block Fisher ST Pittsburgh, PA 15210",3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"700 Block Fisher ST Pittsburgh, PA 15210",St. Clair,3,1606,3,4,-79.97719571,40.41145553
2118,1977150,16192414,46,M,W,2016-10-11T16:08:00,"4300 Block Murray AV Pittsburgh, PA 15217",9093 Indirect Criminal Contempt,"4300 Block Tesla ST Pittsburgh, PA 15217",Greenfield,4,1517,5,3,-79.93670855,40.42106925
4791,1980609,16055647,22,F,B,2017-02-01T05:25:00,"900 Block 2nd AV Pittsburgh, PA 15219",2701 Simple Assault.,"100 Block Moultrie ST Pittsburgh, PA 15219",West Oakland,4,402,6,3,-79.97418721,40.4380173
294,1975129,16159672,26,F,B,2016-09-02T20:00:00,"900 Block SECOND AV Pittsburgh, PA 15219",2706 Terroristic Threats. / 3304 Criminal Mischief.,"200 Block Essen ST Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-80.00254614,40.47306871
1102,1975854,16144412,26,F,B,2016-09-28T16:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"200 Block Burrows ST Pittsburgh, PA 15213",Terrace Village,2,510,6,3,-79.96802029,40.43861001
1235,1976019,16175498,57,M,W,2016-09-26T11:00:00,"600 Block First AV Pittsburgh, PA 15219",2701 Simple Assault.,"200 Block Knox AV Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.99029946,40.41136888
1379,1976186,16167545,42,M,B,2016-09-05T19:55:00,"S Market SQ Pittsburgh, PA 15222",3921(a) Theft by Unlawful Taking or Disposition - Movable item,"S Market SQ Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.00302865,40.4406135
3807,1979398,16232223,50,M,W,2016-12-29T12:00:00,"1500 Block Asbury PL Pittsburgh, PA 15217",4106 Access Device Fraud / 3934 Theft from Vehicle / 2709(a)(3) Harassment No Legitimate Purpose,"1500 Block Asbury PL Pittsburgh, PA 15217",Squirrel Hill North,4,1403,8,3,-79.92100252,40.44166364
4792,1980610,16206218,53,M,B,2017-02-01T00:20:00,"900 Block 2nd AV Pittsburgh, PA 15219",2701 Simple Assault.,"Hillsboro ST & Chartiers AV Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.05457975,40.45328513
1593,1976478,16183720,52,M,W,2016-09-28T20:43:00,"100 Block Parkfield ST Pittsburgh, PA 15210",2701 Simple Assault. / 2702 Aggravated Assault. / 2706 Terroristic Threats.,"100 Block Parkfield ST Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.98734141,40.39125233
2862,1978170,16213940,33,M,B,2016-11-13T14:02:00,"2000 Block Watson ST Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,"2000 Block Watson ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.97764827,40.4377256
4793,1980611,17012384,60,M,W,2017-01-20T21:20:00,"100 Block Washington PL Pittsburgh, PA 15219",902 Criminal Solicitation. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 5902(e) Patronizing a Prostitute / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance,"100 Block Washington PL Pittsburgh, PA 15219",Central Business District,2,201,6,6,-79.99195588,40.44096339
192,1974654,16149553,45,F,W,2016-08-11T08:56:00,"40 Block Maytide ST Pittsburgh, PA 15227",2701 Simple Assault.,"40 Block Maytide ST Pittsburgh, PA 15227",Carrick,3,2904,4,4,-79.97988396,40.38445001
298,1975467,16164848,12,M,B,2016-09-01T18:00:00,"1000 Block Uvilla ST Pittsburgh, PA 15220",903 Criminal Conspiracy. / 3502 Burglary.,"1000 Block Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0406073,40.44420027
296,1975136,16160903,32,M,W,2016-08-27T01:49:00,"200 Block East Ohio ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s),"200 Block East Ohio ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00366043,40.45302239
4794,1980612,17000303,32,M,W,2017-02-01T15:10:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"5100 Block Natrona WY Pittsburgh, PA 15201",Upper Lawrenceville,2,1011,7,2,-79.95437856,40.47757275
303,1975019,16157200,18,M,W,2016-08-22T02:35:00,"500 Block Rossmore AV Pittsburgh, PA 15226","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 3714 Careless Driving / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3718(a) Minor Prohib from Operating w/ Alcohol in System / 3802(a)(1) DUI - General Impairment / 3802(e) DUI - Minors - BAC >=.02%","Pioneer AV & Gallion AV Pittsburgh, PA 15226",Brookline,6,1919,4,4,-80.02205286,40.39855712
1919,1976901,16188266,23,M,B,2016-10-19T13:30:00,"1000 Block Penn AV Wilkinsburg, PA 15221",901 Criminal Attempt / 903 Criminal Conspiracy. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"500 Block S Mathilda ST Pittsburgh, PA 15224",Bloomfield,5,802,7,2,-79.94761297,40.459936
4795,1980613,17012404,27,M,W,2017-01-20T22:10:00,"100 Block Washington PL Pittsburgh, PA 15219",902 Criminal Solicitation. / 907 Possessing Instruments of Crime. / 5902(e) Patronizing a Prostitute,"100 Block Washington PL Pittsburgh, PA 15219",Central Business District,2,201,6,6,-79.99195588,40.44096339
1391,1976198,16176352,30,M,W,2016-09-17T21:27:00,"Windfall WY & Dickman WY Pittsburgh, PA 15227",9501 Bench Warrant,"Windfall WY & Dickman WY Pittsburgh, PA 15227",Carrick,3,2904,4,4,-79.97828308,40.38401716
2640,1977886,16209312,24,M,B,2016-11-06T02:39:00,"Rippey ST & N Highland AV Pittsburgh, PA 15206",13(a)(31) Marijuana: Possession Small Amount,"East Liberty BL & N Highland AV Pittsburgh, PA 15206",East Liberty,5,1113,9,2,-79.92273104,40.4660114
304,1975469,16115185,52,M,B,2016-09-17T18:18:00,"Wylie AV & Erin ST Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"Wylie AV & Erin ST Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.97928082,40.44487618
305,1975472,16124746,33,M,W,2016-09-19T08:00:00,"900 Block Second AV Pittsburgh, PA 15219",901 Criminal Attempt / 4106 Access Device Fraud / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"20 Block Norwalk ST Pittsburgh, PA 15205",Crafton Heights,6,2815,2,5,-80.05243895,40.44000479
4796,1980614,17012406,33,F,W,2017-01-20T22:06:00,"100 Block Washington PL Pittsburgh, PA 15219",5902(a)(1) Prostitution ,"100 Block Washington PL Pittsburgh, PA 15219",Central Business District,2,201,6,6,-79.99195588,40.44096339
1255,1976039,16180166,16,M,B,2016-09-28T13:23:00,"600 Block 1ST AV PITTSBURGH, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"2400 Block SHADY AV PITTSBURGH, PA 15217",Squirrel Hill South,4,1408,5,3,-79.92063357,40.43002809
3034,1978385,16188103,24,F,W,2016-11-22T19:28:00,"2000 Block Brownsville RD Pittsburgh, PA 15210",3921 Theft by Unlawful Taking or Disposition.,"2400 Block Diehl AV Pittsburgh, PA 15210",Carrick,3,2904,4,4,-79.98061488,40.39136688
1478,1976302,16179209,41,M,B,2016-09-22T07:26:00,"400 Block Avery ST Pittsburgh, PA 15212",2701 Simple Assault. / 3502 Burglary. / 3701 Robbery. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"400 Block Avery ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00131232,40.45280701
3408,1978909,16224177,20,F,B,2016-11-30T16:41:00,"1100 Block Adon ST Pittsburgh, PA 15204",2701 Simple Assault. / 3304 Criminal Mischief. / 3503 Criminal Trespass,"1100 Block Adon ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.06000742,40.45387877
1509,1976381,16181491,22,F,W,2016-09-25T09:38:00,"Federal ST N & Alpine AV Pittsburgh, PA 15212",5505 Public Drunkenness / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Federal ST & Alpine AV Pittsburgh, PA 15212",Central North Side,1,2206,6,1,-80.00776455,40.45885515
4797,1980615,17012423,29,M,B,2017-01-20T23:35:00,"Mckees Rocks BRDG Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,"Mckees Rocks BRDG Pittsburgh, PA 15212",Brighton Heights,1,2701,,,0,0
328,1974965,16133190,19,M,W,2016-09-06T14:00:00,Zone 5,3127 Indecent Exposure. / 6301 Corruption of Minors. / 3122.1 Statuatory Sexual Assault / 6318 Unlawful Contact/Communication w/ Minor / 3123(a)(7) IDSI with person less than 16 / 3126(a)(7) Indecent assault of person under 13,Zone 5,,5,,,,,
613,1975130,16159675,63,F,W,2016-08-25T14:10:00,"1400 Block Locust ST Pittsburgh, PA 15219",2701 Simple Assault. / 2702 Aggravated Assault.,"1400 Block Locust ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.98545539,40.43603601
2378,1977516,16198302,16,M,B,2016-11-01T08:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.02383854,40.46472734
3166,1978576,16196404,24,M,B,2016-12-07T12:35:00,"2400 Block Bedford AV Pittsburgh, PA 15219","3304 Criminal Mischief. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 2707.1 Discharge of a Firearm into Occupied Structure","2200 Block Somers DR Pittsburgh, PA 15219",Bedford Dwellings,2,509,6,3,-79.97568703,40.44942249
307,1974537,16146601,38,M,W,2016-08-07T00:37:00,"East Liberty BL & Larimer AV Pittsburgh, PA 15206",1543 Driving While Operating Privilege is Suspended or Revoked. / 4914 False Identification to Law Enforcement Authorities / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"East Liberty BL & Larimer AV Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.91733643,40.4634911
308,1974557,16146713,21,M,B,2016-08-07T03:17:00,"E Carson ST & S 17th ST Pittsburgh, PA 15203",6106 Firearms not to be Carried without a License. / 9501 Bench Warrant,"E Carson ST & S 17th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98204758,40.42883493
